entry_id,parl_id,source_id,details,start_date,end_date,amount,source_pdf,source_pagenum
P38_ALBANESE_Anthony_14_13,ALBANESE_Anthony,P38_ALBANESE_Anthony,"Coffs Harbour 16 Feb 16",2016-02-16,0000-00-00,111.08,P38_ALBANESE_Anthony.pdf,14
P38_ALBANESE_Anthony_14_14,ALBANESE_Anthony,P38_ALBANESE_Anthony,"Devonport 22 Mar to 23 Mar 16",2016-03-22,2016-03-23,103.29,P38_ALBANESE_Anthony.pdf,14
P38_ALBANESE_Anthony_14_15,ALBANESE_Anthony,P38_ALBANESE_Anthony,"Coffs Harbour 20 Apr to 21 Apr 16",2016-04-20,2016-04-21,82.36,P38_ALBANESE_Anthony.pdf,14
P38_ALBANESE_Anthony_14_16,ALBANESE_Anthony,P38_ALBANESE_Anthony,"Wagga Wagga 31 May to 1 Jun 16",2016-05-31,2016-06-01,94.50,P38_ALBANESE_Anthony.pdf,14
P38_ALBANESE_Anthony_24_17,ALBANESE_Anthony,P38_ALBANESE_Anthony,"Launceston to King Island 28 Jul to 30 Jul 15",2015-07-28,2015-07-30,301.51,P38_ALBANESE_Anthony.pdf,24
P38_ANDREWS_Kevin_10_18,ANDREWS_Kevin,P38_ANDREWS_Kevin,"Taxi 3 Mar 16",2016-03-03,0000-00-00,53.35,P38_ANDREWS_Kevin.pdf,10
P38_BACK_Chris_21_16,BACK_Chris,P38_BACK_Chris,"Geraldton 23 Oct to 25 Oct 15",2015-10-23,2015-10-25,-166.64,P38_BACK_Chris.pdf,21
P38_BIRD_Sharon_8_27,BIRD_Sharon,P38_BIRD_Sharon,"Melbourne 18 Feb to 19 Feb 16",2016-02-18,2016-02-19,129.38,P38_BIRD_Sharon.pdf,8
P38_BROUGH_Mal_10_23,BROUGH_Mal,P38_BROUGH_Mal,"Taxi 29 Jan 16",2016-01-29,0000-00-00,28.65,P38_BROUGH_Mal.pdf,10
P38_BROUGH_Mal_10_24,BROUGH_Mal,P38_BROUGH_Mal,"Taxi 8 Feb 16",2016-02-08,0000-00-00,18.46,P38_BROUGH_Mal.pdf,10
P38_BROUGH_Mal_10_25,BROUGH_Mal,P38_BROUGH_Mal,"Taxi 9 Feb 16",2016-02-09,0000-00-00,14.83,P38_BROUGH_Mal.pdf,10
P38_BROUGH_Mal_10_26,BROUGH_Mal,P38_BROUGH_Mal,"Taxi 29 Feb 16",2016-02-29,0000-00-00,34.92,P38_BROUGH_Mal.pdf,10
P38_BROUGH_Mal_10_27,BROUGH_Mal,P38_BROUGH_Mal,"Taxi 1 Mar 16",2016-03-01,0000-00-00,32.59,P38_BROUGH_Mal.pdf,10
P38_BROUGH_Mal_10_28,BROUGH_Mal,P38_BROUGH_Mal,"Taxi 2 Mar 16",2016-03-02,0000-00-00,21.39,P38_BROUGH_Mal.pdf,10
P38_BROUGH_Mal_10_29,BROUGH_Mal,P38_BROUGH_Mal,"Taxi 16 Mar 16",2016-03-16,0000-00-00,13.81,P38_BROUGH_Mal.pdf,10
P38_BROUGH_Mal_10_30,BROUGH_Mal,P38_BROUGH_Mal,"Taxi 1 May 16",2016-05-01,0000-00-00,33.30,P38_BROUGH_Mal.pdf,10
P38_BULLOCK_Joe_13_22,BULLOCK_Joe,P38_BULLOCK_Joe,"Taxi 7 Mar 16",2016-03-07,0000-00-00,44.27,P38_BULLOCK_Joe.pdf,13
P38_BULLOCK_Joe_13_23,BULLOCK_Joe,P38_BULLOCK_Joe,"Taxi 7 Mar 16",2016-03-07,0000-00-00,22.73,P38_BULLOCK_Joe.pdf,13
P38_BULLOCK_Joe_13_24,BULLOCK_Joe,P38_BULLOCK_Joe,"Taxi 9 Mar 16",2016-03-09,0000-00-00,52.27,P38_BULLOCK_Joe.pdf,13
P38_BULLOCK_Joe_13_25,BULLOCK_Joe,P38_BULLOCK_Joe,"Taxi 10 Mar 16",2016-03-10,0000-00-00,45.45,P38_BULLOCK_Joe.pdf,13
P38_BULLOCK_Joe_13_26,BULLOCK_Joe,P38_BULLOCK_Joe,"Taxi 11 Mar 16",2016-03-11,0000-00-00,25.09,P38_BULLOCK_Joe.pdf,13
P38_BULLOCK_Joe_13_27,BULLOCK_Joe,P38_BULLOCK_Joe,"Taxi 11 Mar 16",2016-03-11,0000-00-00,40.91,P38_BULLOCK_Joe.pdf,13
