entry_id,parl_id,source_id,details,start_date,end_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P33_BACK_Chris_22_3,BACK_Chris,P33_BACK_Chris,"Perth to Busselton 22 Jun 13",2013-06-22,0000-00-00,Perth,Busselton,895.00,,,,,P33_BACK_Chris.pdf,22
P33_BACK_Chris_22_4,BACK_Chris,P33_BACK_Chris,"Busselton to Perth 22 Jun 13",2013-06-22,0000-00-00,Busselton,Perth,0.00,,,,P33_BACK_Chris_22_3,P33_BACK_Chris.pdf,22
P33_BACK_Chris_22_5,BACK_Chris,P33_BACK_Chris,"Kalgoorlie 9 Apr to 10 Apr 13",2013-04-09,2013-04-10,Kalgoorlie,,102.14,,,,,P33_BACK_Chris.pdf,22
P33_BACK_Chris_22_6,BACK_Chris,P33_BACK_Chris,"Albany 10 Apr to 11 Apr 13",2013-04-10,2013-04-11,Albany,,122.86,,,,,P33_BACK_Chris.pdf,22
P33_BACK_Chris_22_7,BACK_Chris,P33_BACK_Chris,"Perth to Esperance 18 Apr 13",2013-04-18,0000-00-00,Perth,Esperance,3150.00,,,,,P33_BACK_Chris.pdf,22
P33_BACK_Chris_22_8,BACK_Chris,P33_BACK_Chris,"Esperance 2 May to 3 May 13",2013-05-02,2013-05-03,Esperance,,150.00,,,,,P33_BACK_Chris.pdf,22
P33_BACK_Chris_9_10,BACK_Chris,P33_BACK_Chris,"Kalgoorlie to Albany 11 Jul 13",2013-07-11,0000-00-00,Kalgoorlie,Albany,0.00,,Y,,,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_11,BACK_Chris,P33_BACK_Chris,"Albany to Narrogin 12 Jul 13",2013-07-12,0000-00-00,Albany,Narrogin,0.00,,Y,,,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_12,BACK_Chris,P33_BACK_Chris,"Narrogin to Perth 12 Jul 13",2013-07-12,0000-00-00,Narrogin,Perth,0.00,,Y,,,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_13,BACK_Chris,P33_BACK_Chris,"Kalgoorlie to Southern Cross 31 Aug 13",2013-08-31,0000-00-00,Kalgoorlie,"Southern Cross",4727.27,,,,,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_14,BACK_Chris,P33_BACK_Chris,"Southern Cross to Albany 31 Aug 13",2013-08-31,0000-00-00,"Southern Cross",Albany,0.00,,,,P33_BACK_Chris_9_13,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_3,BACK_Chris,P33_BACK_Chris,"Perth to Merredin 11 Jul 13",2013-07-11,0000-00-00,Perth,Merredin,7310.13,,,,,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_4,BACK_Chris,P33_BACK_Chris,"Merredin to Kalgoorlie 11 Jul 13",2013-07-11,0000-00-00,Merredin,Kalgoorlie,0.00,,,,P33_BACK_Chris_9_3,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_5,BACK_Chris,P33_BACK_Chris,"Kalgoorlie to Albany 11 Jul 13",2013-07-11,0000-00-00,Kalgoorlie,Albany,0.00,,,,P33_BACK_Chris_9_3,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_6,BACK_Chris,P33_BACK_Chris,"Albany to Narrogin 12 Jul 13",2013-07-12,0000-00-00,Albany,Narrogin,0.00,,,,P33_BACK_Chris_9_3,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_7,BACK_Chris,P33_BACK_Chris,"Narrogin to Perth 12 Jul 13",2013-07-12,0000-00-00,Narrogin,Perth,0.00,,,,P33_BACK_Chris_9_3,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_8,BACK_Chris,P33_BACK_Chris,"Perth to Merredin 11 Jul 13",2013-07-11,0000-00-00,Perth,Merredin,-835.45,,Y,,,P33_BACK_Chris.pdf,9
P33_BACK_Chris_9_9,BACK_Chris,P33_BACK_Chris,"Merredin to Kalgoorlie 11 Jul 13",2013-07-11,0000-00-00,Merredin,Kalgoorlie,0.00,,Y,,P33_BACK_Chris_9_8,P33_BACK_Chris.pdf,9
