entry_id,parl_id,source_id,details,type,start_date,end_date,amount,source_pdf,source_pagenum
P37_ABBOTT_Tony_20_3,ABBOTT_Tony,P37_ABBOTT_Tony,"Fuel 31 May to 20 Jun 15",Fuel,2015-05-31,2015-06-20,259.81,P37_ABBOTT_Tony.pdf,20
P37_ABBOTT_Tony_20_4,ABBOTT_Tony,P37_ABBOTT_Tony,"Lease 8 Jun to 7 Jul 15",Lease,2015-06-08,2015-07-07,959.87,P37_ABBOTT_Tony.pdf,20
P37_ABBOTT_Tony_9_10,ABBOTT_Tony,P37_ABBOTT_Tony,"Fuel 9 Oct to 22 Oct 15",Fuel,2015-10-09,2015-10-22,129.08,P37_ABBOTT_Tony.pdf,9
P37_ABBOTT_Tony_9_11,ABBOTT_Tony,P37_ABBOTT_Tony,"Fuel 31 Oct to 22 Nov 15",Fuel,2015-10-31,2015-11-22,134.98,P37_ABBOTT_Tony.pdf,9
P37_ABBOTT_Tony_9_12,ABBOTT_Tony,P37_ABBOTT_Tony,"Lease 8 Nov to 7 Dec 15",Lease,2015-11-08,2015-12-07,959.87,P37_ABBOTT_Tony.pdf,9
P37_ABBOTT_Tony_9_3,ABBOTT_Tony,P37_ABBOTT_Tony,"Lease 8 Jul to 7 Aug 15",Lease,2015-07-08,2015-08-07,959.87,P37_ABBOTT_Tony.pdf,9
P37_ABBOTT_Tony_9_4,ABBOTT_Tony,P37_ABBOTT_Tony,"Fuel 10 Jul to 15 Jul 15",Fuel,2015-07-10,2015-07-15,132.51,P37_ABBOTT_Tony.pdf,9
P37_ABBOTT_Tony_9_5,ABBOTT_Tony,P37_ABBOTT_Tony,"Fuel 6 Aug to 22 Aug 15",Fuel,2015-08-06,2015-08-22,140.95,P37_ABBOTT_Tony.pdf,9
P37_ABBOTT_Tony_9_6,ABBOTT_Tony,P37_ABBOTT_Tony,"Lease 8 Aug to 7 Sep 15",Lease,2015-08-08,2015-09-07,959.87,P37_ABBOTT_Tony.pdf,9
P37_ABBOTT_Tony_9_7,ABBOTT_Tony,P37_ABBOTT_Tony,"Fuel 31 Aug to 22 Sep 15",Fuel,2015-08-31,2015-09-22,206.64,P37_ABBOTT_Tony.pdf,9
P37_ABBOTT_Tony_9_8,ABBOTT_Tony,P37_ABBOTT_Tony,"Lease 8 Sep to 7 Oct 15",Lease,2015-09-08,2015-10-07,959.87,P37_ABBOTT_Tony.pdf,9
