entry_id,parl_id,source_id,details,start_date,end_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P34_ABETZ_Eric_30_10,ABETZ_Eric,P34_ABETZ_Eric,"Launceston to Hobart 27 Sep 13",2013-09-27,0000-00-00,Launceston,Hobart,0.00,,,,,P34_ABETZ_Eric.pdf,30
P34_ABETZ_Eric_30_9,ABETZ_Eric,P34_ABETZ_Eric,"Hobart to Launceston 27 Sep 13",2013-09-27,0000-00-00,Hobart,Launceston,1727.27,,,,,P34_ABETZ_Eric.pdf,30
P34_BACK_Chris_24_10,BACK_Chris,P34_BACK_Chris,"Kalgoorlie 30 Aug to 31 Aug 13",2013-08-30,2013-08-31,Kalgoorlie,,115.79,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_11,BACK_Chris,P34_BACK_Chris,"Albany 31 Aug to 1 Sep 13",2013-08-31,2013-09-01,Albany,,89.54,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_12,BACK_Chris,P34_BACK_Chris,"Kalgoorlie 4 Sep to 8 Sep 13",2013-09-04,2013-09-08,Kalgoorlie,,495.73,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_3,BACK_Chris,P34_BACK_Chris,"Kalgoorlie 1 Jul to 2 Jul 13",2013-07-01,2013-07-02,Kalgoorlie,,115.82,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_4,BACK_Chris,P34_BACK_Chris,"Kalgoorlie 11 Jul 13",2013-07-11,0000-00-00,Kalgoorlie,,97.28,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_5,BACK_Chris,P34_BACK_Chris,"Albany 11 Jul to 12 Jul 13",2013-07-11,2013-07-12,Albany,,95.23,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_6,BACK_Chris,P34_BACK_Chris,"Kalgoorlie 22 Jul to 23 Jul 13",2013-07-22,2013-07-23,Kalgoorlie,,107.59,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_7,BACK_Chris,P34_BACK_Chris,"Kalgoorlie 6 Aug to 8 Aug 13",2013-08-06,2013-08-08,Kalgoorlie,,237.19,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_8,BACK_Chris,P34_BACK_Chris,"Kalgoorlie 15 Aug to 16 Aug 13",2013-08-15,2013-08-16,Kalgoorlie,,126.06,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_24_9,BACK_Chris,P34_BACK_Chris,"Esperance 16 Aug to 18 Aug 13",2013-08-16,2013-08-18,Esperance,,150.08,,,,,P34_BACK_Chris.pdf,24
P34_BACK_Chris_8_3,BACK_Chris,P34_BACK_Chris,"Perth to Kalgoorlie 1 Mar 14",2014-03-01,0000-00-00,Perth,Kalgoorlie,3000.00,,,,,P34_BACK_Chris.pdf,8
P34_BACK_Chris_8_4,BACK_Chris,P34_BACK_Chris,"Kalgoorlie to Perth 1 Mar 14",2014-03-01,0000-00-00,Kalgoorlie,Perth,0.00,,,,P34_BACK_Chris_8_3,P34_BACK_Chris.pdf,8
P34_BACK_Chris_8_5,BACK_Chris,P34_BACK_Chris,"Jandakot to Kojonup 1 Apr 14",2014-04-01,0000-00-00,Jandakot,Kojonup,1940.00,,,,,P34_BACK_Chris.pdf,8
P34_BACK_Chris_8_6,BACK_Chris,P34_BACK_Chris,"Kojonup to Jandakot 1 Apr 14",2014-04-01,0000-00-00,Kojonup,Jandakot,0.00,,,,P34_BACK_Chris_8_5,P34_BACK_Chris.pdf,8
P34_BERNARDI_Cory_8_3,BERNARDI_Cory,P34_BERNARDI_Cory,"Port Lincoln 15 Feb 14",2014-02-15,0000-00-00,"Port Lincoln",,173.60,,,,,P34_BERNARDI_Cory.pdf,8
P34_BERNARDI_Cory_8_4,BERNARDI_Cory,P34_BERNARDI_Cory,"Port Lincoln to Arno Bay 16 Feb 14",2014-02-16,0000-00-00,"Port Lincoln","Arno Bay",0.00,,,,P34_BERNARDI_Cory_8_3,P34_BERNARDI_Cory.pdf,8
P34_BERNARDI_Cory_8_5,BERNARDI_Cory,P34_BERNARDI_Cory,"Arno Bay to Port Lincoln 16 Feb 14",2014-02-16,0000-00-00,"Arno Bay","Port Lincoln",0.00,,,,P34_BERNARDI_Cory_8_3,P34_BERNARDI_Cory.pdf,8
P34_BERNARDI_Cory_8_6,BERNARDI_Cory,P34_BERNARDI_Cory,"Adelaide to Coober Pedy 2 May 14",2014-05-02,0000-00-00,Adelaide,"Coober Pedy",8720.00,,,,,P34_BERNARDI_Cory.pdf,8
P34_BERNARDI_Cory_8_7,BERNARDI_Cory,P34_BERNARDI_Cory,"Coober Pedy to Adelaide 3 May 14",2014-05-03,0000-00-00,"Coober Pedy",Adelaide,0.00,,,,P34_BERNARDI_Cory_8_6,P34_BERNARDI_Cory.pdf,8
P34_BISHOP_Julie_38_3,BISHOP_Julie,P34_BISHOP_Julie,"Perth to Esperance 17 Aug 13",2013-08-17,0000-00-00,Perth,Esperance,1001.00,,,,,P34_BISHOP_Julie.pdf,38
P34_BISHOP_Julie_38_4,BISHOP_Julie,P34_BISHOP_Julie,"Esperance to Perth 17 Aug 13",2013-08-17,0000-00-00,Esperance,Perth,0.00,,,,P34_BISHOP_Julie_38_3,P34_BISHOP_Julie.pdf,38
P34_BOSWELL_Ronald_7_3,BOSWELL_Ronald,P34_BOSWELL_Ronald,"Brisbane to Blackall 27 Apr 14",2014-04-27,0000-00-00,Brisbane,Blackall,4601.00,,,,,P34_BOSWELL_Ronald.pdf,7
P34_BOSWELL_Ronald_7_4,BOSWELL_Ronald,P34_BOSWELL_Ronald,"Blackall to Brisbane 28 Apr 14",2014-04-28,0000-00-00,Blackall,Brisbane,0.00,,,,P34_BOSWELL_Ronald_7_3,P34_BOSWELL_Ronald.pdf,7
P34_BOYCE_Sue_20_3,BOYCE_Sue,P34_BOYCE_Sue,"Townsville 13 Jul to 14 Jul 13",2013-07-13,2013-07-14,Townsville,,75.32,,,,,P34_BOYCE_Sue.pdf,20
