entry_id,parl_id,source_id,details,start_date,end_date,amount,source_pdf,source_pagenum
P35_ALBANESE_Anthony_26_23,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Toll charge (service fee) 14 Apr 12",2012-04-14,0000-00-00,2.00,P35_ALBANESE_Anthony.pdf,26
P35_ALBANESE_Anthony_26_24,ALBANESE_Anthony,P35_ALBANESE_Anthony,"Toll charge 14 Apr 12",2012-04-14,0000-00-00,3.63,P35_ALBANESE_Anthony.pdf,26
P35_ANDREWS_Karen_12_7,ANDREWS_Karen,P35_ANDREWS_Karen,"Melbourne 10 Jul to 12 Jul 14",2014-07-10,2014-07-12,373.12,P35_ANDREWS_Karen.pdf,12
P35_BACK_Chris_11_16,BACK_Chris,P35_BACK_Chris,"Cairns 25 Jul to 28 Jul 14",2014-07-25,2014-07-28,393.83,P35_BACK_Chris.pdf,11
P35_BACK_Chris_11_17,BACK_Chris,P35_BACK_Chris,"Karratha 18 Oct to 19 Oct 14",2014-10-18,2014-10-19,140.43,P35_BACK_Chris.pdf,11
P35_BACK_Chris_11_18,BACK_Chris,P35_BACK_Chris,"Kalgoorlie 12 Nov 14",2014-11-12,0000-00-00,68.42,P35_BACK_Chris.pdf,11
P35_BACK_Chris_22_13,BACK_Chris,P35_BACK_Chris,"Canberra 15 Mar to 18 Mar 13",2013-03-15,2013-03-18,32.98,P35_BACK_Chris.pdf,22
P35_BALDWIN_Bob_15_20,BALDWIN_Bob,P35_BALDWIN_Bob,"Melbourne Airport 26 Sep to 29 Sep 14",2014-09-26,2014-09-29,102.03,P35_BALDWIN_Bob.pdf,15
P35_BALDWIN_Bob_15_21,BALDWIN_Bob,P35_BALDWIN_Bob,"Melbourne 26 Sep to 29 Sep 14",2014-09-26,2014-09-29,325.34,P35_BALDWIN_Bob.pdf,15
P35_BALDWIN_Bob_15_22,BALDWIN_Bob,P35_BALDWIN_Bob,"Fuel charges 29 Sep 14",2014-09-29,0000-00-00,26.59,P35_BALDWIN_Bob.pdf,15
P35_BALDWIN_Bob_27_25,BALDWIN_Bob,P35_BALDWIN_Bob,"Perth 20 Jun to 22 Jun 14",2014-06-20,2014-06-22,487.86,P35_BALDWIN_Bob.pdf,27
P35_BERNARDI_Cory_23_16,BERNARDI_Cory,P35_BERNARDI_Cory,"Toll charge 1 Dec 12",2012-12-01,0000-00-00,15.64,P35_BERNARDI_Cory.pdf,23
P35_BERNARDI_Cory_23_17,BERNARDI_Cory,P35_BERNARDI_Cory,"Toll charge (service fee) 1 Dec 12",2012-12-01,0000-00-00,4.00,P35_BERNARDI_Cory.pdf,23
